comment_likes,short_code,productName,productUrl,comment_body,title,comment_year,comment_month,category,source,final_preprocessed_text,vader_scores_model1,sentiment_label_vader_model1,comment_text_cleaned,vader_sentiment_scores_model2,vader_compound_score_model2,vader_neg_score_model2,vader_neu_score_model2,vader_pos_score_model2,vader_sentiment_class_model2
0,4000242671,Thomasville Tisdale Modular Sectional 6-piece Dark Gray with Storage Ottoman,https://www.costco.com/thomasville-tisdale-armless-chair.product.4000230602.html,"we purchased the beige it is more of a light gray . were had the tidal couch now for about 3wks and i am not confident this will last long term . we are a two person house homework 40 his , so we don't spend too much time on the couch and you can already see major change in the couch cushion . they decompress significantly and are already looking like they are losing their shape . its concerning and a bit disappointing because this doesn't appear to be a long term couch .",Tisdale couch,2023,6,Product,Costco,purchase beige light gray tidal couch confident long term person house spend time couch major change couch cushion decompress look lose shape concern bit disappointing appear long term couch,"{'neg': 0.168, 'neu': 0.741, 'pos': 0.091, 'compound': -0.4019}",negative,"we purchased the beige it is more of a light gray . were had the tidal couch now for about 3wks and i am not confident this will last long term . we are a two person house homework 40 his , so we don't spend too much time on the couch and you can already see major change in the couch cushion . they decompress significantly and are already looking like they are losing their shape . its concerning and a bit disappointing because this doesn't appear to be a long term couch .","{'neg': 0.083, 'neu': 0.893, 'pos': 0.025, 'compound': -0.7121}",-0.7121,0.083,0.893,0.025,Negative
1,4000242671,Thomasville Tisdale Modular Sectional 6-piece Dark Gray with Storage Ottoman,https://www.costco.com/thomasville-tisdale-modular-sectional-6-piece-dark-gray-with-storage-ottoman.product.4000242671.html,"very well built , comfortable with lots of support . great deal on a quality product .","Big, comfy couch.",2024,2,Product,Costco,build comfortable lot support great deal quality product,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.8779}",positive,"very well built , comfortable with lots of support . great deal on a quality product .","{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.9099}",0.9099,0.0,0.51,0.49,Positive
0,4000242671,Thomasville Tisdale Modular Sectional 6-piece Dark Gray with Storage Ottoman,https://www.costco.com/thomasville-tisdale-modular-sofa-4-piece-dark-gray-with-storage-ottoman.product.4000281976.html,"it is very comfortable ! the cushion are firm without being hard . the size and grey color of the couch is ideal . it seems sturdy and well made , the rear cushions are zippered to the back of the couch so they don't shift around .",Great Couch,2024,11,Product,Costco,comfortable cushion firm hard size grey color couch ideal sturdy rear cushion zipper couch shift,"{'neg': 0.069, 'neu': 0.542, 'pos': 0.389, 'compound': 0.7579}",positive,"it is very comfortable ! the cushion are firm without being hard . the size and grey color of the couch is ideal . it seems sturdy and well made , the rear cushions are zippered to the back of the couch so they don't shift around .","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.8714}",0.8714,0.0,0.784,0.216,Positive
1,4000242671,Thomasville Tisdale Modular Sectional 6-piece Dark Gray with Storage Ottoman,https://www.costco.com/thomasville-tisdale-modular-sofa-4-piece-dark-gray-with-storage-ottoman.product.4000281976.html,well made and quick delivery,Awesome!,2024,7,Product,Costco,quick delivery,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,well made and quick delivery,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,0.0,0.656,0.344,Positive
0,4000106431,Whirlpool 4.5 cu. ft. Front Load Washer with Quick Wash Cycle,https://www.costco.com/whirlpool-45-cu-ft-front-load-washer-with-quick-wash-cycle.product.4000106431.html,"we had a la . washing machine and dryer , we had several problems that we could not get resolved . i started searching , thismachine caught my eye . having a front load is brilliant , i have not had a imbalance since using , the only negative thing is , you cant have soap drawer open when front door is open . otherwise , i would definitely buy this machine again .",Great Machine! I found it. !,2024,8,Product,Costco,la washing machine dryer problem resolve start search thismachine catch eye have load brilliant imbalance negative thing soap drawer open door open buy machine,"{'neg': 0.195, 'neu': 0.61, 'pos': 0.195, 'compound': 0.0}",neutral,"we had a la . washing machine and dryer , we had several problems that we could not get resolved . i started searching , thismachine caught my eye . having a front load is brilliant , i have not had a imbalance since using , the only negative thing is , you cant have soap drawer open when front door is open . otherwise , i would definitely buy this machine again .","{'neg': 0.095, 'neu': 0.827, 'pos': 0.078, 'compound': -0.1073}",-0.1073,0.095,0.827,0.078,Negative
0,4000106431,Whirlpool 4.5 cu. ft. Front Load Washer with Quick Wash Cycle,https://www.costco.com/whirlpool-45-cu-ft-washer-and-74-cu-ft-electric-wrinkle-shield-dryer.product.4000225669.html,working fine,Good so far,2023,4,Product,Costco,work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,working fine,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023}",0.2023,0.0,0.357,0.643,Positive
0,100573083,Whirlpool 4.6 cu. ft. Top Load Impeller Washer with Built-in Faucet,https://www.costco.com/whirlpool-46-cu-ft-top-load-impeller-washer-with-built-in-faucet.product.100573083.html,"this washer reminds me of our first wringer wash machine from the 1950 , s very basic , advice don't order online",Not so good,2023,12,Product,Costco,washer remind wringer wash machine s basic advice order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,"this washer reminds me of our first wringer wash machine from the 1950 , s very basic , advice don't order online","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,100573083,Whirlpool 4.6 cu. ft. Top Load Impeller Washer with Built-in Faucet,https://www.costco.com/whirlpool-46-cu-ft-top-load-impeller-washer-with-built-in-faucet.product.100573083.html,large volume but we have to load smaller loads of sheets and or towels as a full load will cause the washer to move around too much,No aggitator,2024,3,Product,Costco,large volume load small load sheet towel load cause washer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,large volume but we have to load smaller loads of sheets and or towels as a full load will cause the washer to move around too much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,100572830,Whirlpool 4.7 cu. ft. Top Load Washer with Pretreat Station and Intuitive Controls,https://www.costco.com/whirlpool-47-cu-ft-top-load-washer-and-74-cu-ft-gas-dryer-package.product.4000329097.html,i like that i can see inside washer .it spins before starting to even the load .,New washing machine,2020,10,Product,Costco,like washer spin start load,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",positive,i like that i can see inside washer .it spins before starting to even the load .,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,0.0,0.865,0.135,Positive
0,100573105,Whirlpool 4.8 cu. ft. Top Load Washer with Removable Agitator,https://www.costco.com/whirlpool-46-cu-ft-top-load-impeller-washer-and-70-cu-ft-gas-dryer-laundry-package.product.4000225668.html,"does the job , haven't had any problems in 2 months .",Good Job,2024,4,Product,Costco,job problem month,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}",negative,"does the job , haven't had any problems in 2 months .","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.3089}",0.3089,0.0,0.83,0.17,Positive
1,100662612,Whirlpool 7.0 cu. ft GAS Dryer with AutoDry Drying System,https://www.costco.com/whirlpool-70-cu-ft-gas-dryer-with-autodry-drying-system.product.100662612.html,the door open direction is not conveniently placed .,Front door,2025,1,Product,Costco,door open direction place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,the door open direction is not conveniently placed .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
23,4000102363,Whirlpool Top Control 55 dBA Fingerprint Resistant Quiet Dishwasher with Boost Cycle,https://www.costco.com/whirlpool-top-control-55-dba-fingerprint-resistant-quiet-dishwasher-with-boost-cycle.product.4000102363.html,"good looking dishwasher . missing some features for the price , like no delay function . does not dry well , even using extra dry setting . have to open and let dishes air dry before unloading .","Looks nice, works ok.",2024,8,Product,Costco,good look dishwasher miss feature price delay function dry dry setting open let dish air dry unload,"{'neg': 0.188, 'neu': 0.673, 'pos': 0.139, 'compound': -0.0}",neutral,"good looking dishwasher . missing some features for the price , like no delay function . does not dry well , even using extra dry setting . have to open and let dishes air dry before unloading .","{'neg': 0.09, 'neu': 0.744, 'pos': 0.166, 'compound': 0.5184}",0.5184,0.09,0.744,0.166,Positive
3,100682823,Whirlpool Top Control Dishwasher with Soak and Clean Cycle,https://www.costco.com/whirlpool-25-cu-ft-french-door-refrigerator-and-large-capacity-dishwasher-with-3rd-rack-kitchen-package.product.4000217457.html,"this dishwasher is much better than the la it replaces . the only quibble with the unit is that a small amount of water is left on top of glassware after drying . i went with costco because the price includes delivery , installation , and the additional equipment needed for the install . unfortunately , the first unit needed replacing due to a small scratch on the door . the warranty exchange process was a nightmare . scheduling , pickup , replacement , and install are all separate processes and what should have taken no more than a week took several weeks . the different departments do not coordinate with one another . con costco , you can do better .",Happy with the dishwasher,2025,1,Product,Costco,dishwasher well la replace quibble unit small water leave glassware dry go costco price include delivery installation additional equipment need install unit need replace small scratch door warranty exchange process nightmare scheduling pickup replacement install separate process take week take week different department coordinate,"{'neg': 0.026, 'neu': 0.927, 'pos': 0.046, 'compound': 0.2263}",positive,"this dishwasher is much better than the la it replaces . the only quibble with the unit is that a small amount of water is left on top of glassware after drying . i went with costco because the price includes delivery , installation , and the additional equipment needed for the install . unfortunately , the first unit needed replacing due to a small scratch on the door . the warranty exchange process was a nightmare . scheduling , pickup , replacement , and install are all separate processes and what should have taken no more than a week took several weeks . the different departments do not coordinate with one another . con costco , you can do better .","{'neg': 0.036, 'neu': 0.906, 'pos': 0.059, 'compound': 0.4588}",0.4588,0.036,0.906,0.059,Positive
1,100682824,Whirlpool Top Control Large Capacity Dishwasher with Leak Detection System,https://www.costco.com/whirlpool-top-control-large-capacity-dishwasher-with-leak-detection-system.product.100682824.html,"each cycle takes 3 hours , except the quick one which is 1.5 hours and everything comes out wet",Terrible Dishwasher - There are better ones!,2024,12,Product,Costco,cycle take hour quick hour come wet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,"each cycle takes 3 hours , except the quick one which is 1.5 hours and everything comes out wet","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,100784646,Yardistry 8’ x 7' Greenhouse,https://www.costco.com/yardistry-8-x-7-greenhouse.product.100784646.html,have not built yet but looking forward after the reviews,good garden edition,2024,1,Product,Costco,build look review,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,have not built yet but looking forward after the reviews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
